,index,0,1,2,p_val_kruskal,f_val_kruskal,p_val_anova,f_val_anova
0,mean_unexpcost,2.2580645161290325,2.0,2.0,8.20527706171451e-05,18.81629594714842,0.0013872852181438138,6.656291770609682
1,mean_return,1.0,1.0,1.0677966101694916,2.1094947075781324e-06,26.13812422847298,0.3996433513247487,0.9186473068956141
2,mean_stdcost,2.5,2.5356363342405217,3.147887323943662,5.682067894945231e-13,56.392581952868,8.17506439301466e-13,29.22428029780817
3,mean_pocost,2.6153846153846154,2.732142857142857,3.182934883106591,2.0238873623788527e-11,49.2468318481129,1.631580109147491e-11,25.94345884027249
4,mean_qty,2.333333333333333,2.0,2.219945355191257,0.0388480264085404,6.496196007507659,0.05305941959155877,2.951389022330894
5,mean_return_qty,1.0,1.0,1.0,4.0050004646705795e-05,20.250763536854592,0.9725017074780287,0.027884799924050862
6,mean_costsave,3.0,3.0,3.0,0.4440808095764559,1.623497459119945,0.5856908832154738,0.5354611544822575
7,mean_spend,1.1666666666666667,1.081140350877193,1.9782608695652173,2.181240611363433e-32,145.80565834619222,2.752019768661997e-25,62.49766581296538
8,mean_return_spend,1.0,1.0,1.0,3.661939582570673e-15,66.48156689454652,0.019318888510548294,3.9738854423366794
9,mean_leadtime,2.0,2.0,2.0,0.0012936196091812326,13.300622182407377,0.08959754785216399,2.422577097375012
10,mean_abc,1.15,1.0,4.0344827586206895,9.43887269968346e-77,350.1084312098427,1.0986705784827828e-168,816.1809011970533
11,mean_source,2.014925373134328,5.0,4.823529411764706,1.2257570738082406e-78,358.7961571619979,3.031154532047057e-153,687.7963604316145
12,mean_late,1.0,1.0,1.0,0.0008949409153253534,14.0375057165297,0.3578719766742454,1.0294185370317392
13,mean_early,5.0,5.0,4.884297520661157,0.11629978749917445,4.303168093274791,0.21709917792870032,1.5314654942731754
14,quality_risk_mean,1.0416666666666667,1.0416666666666667,1.0416666666666667,0.880605786749104,0.2542904286226011,0.8834953219327975,0.1238959705153696
15,delivery_risk_mean,1.8461538461538465,1.6811594202898552,1.826086956521739,0.14680892533457565,3.8372467307361453,0.04358603546713528,3.1501516114392953
