,index,0,1,2,p_val_kruskal,f_val_kruskal,p_val_anova,f_val_anova
0,mean_unexpcost,2.2580645161290325,2.0,2.0,6.468407136648243e-05,19.29199115787904,0.0005303161249141532,7.641833800581287
1,mean_return,1.0,1.0762904858299596,1.0,1.5994602376312822e-06,26.691688674229596,0.025451764875693922,3.6945068217197816
2,mean_stdcost,2.53125,3.645165987186954,2.5,1.1801505715750173e-20,91.77211965302848,2.272903882015049e-22,54.41590712955405
3,mean_pocost,2.6666666666666665,3.741742924292429,2.566666666666667,1.8335008176459408e-19,86.28577922481914,4.844118823828016e-21,50.79686368168056
4,mean_qty,2.475836431226766,1.9600669835181632,2.0,0.008294222205366804,9.584392252837647,0.005230242780099491,5.301586266893498
5,mean_return_qty,1.0,1.0,1.0,0.007008914429017605,9.921144900535191,0.960588402983205,0.04021207443540361
6,mean_costsave,3.0,2.9869985215376005,3.0,0.026910694520872504,7.230463011102015,0.02414136144465088,3.7480494746975737
7,mean_spend,1.2222222222222223,2.0823083634124226,1.0789473684210529,2.238021971578328e-40,182.59562258482867,4.042725264341148e-52,146.4075860536167
8,mean_return_spend,1.0,1.0,1.0,6.691190848857838e-15,65.27596906459571,3.635096013191336e-07,15.216472947469374
9,mean_leadtime,2.0,2.0,2.0,1.689181892425356e-05,21.97736228113123,0.0035648854764207126,5.692241051344911
10,mean_abc,1.3275862068965518,3.973572228443448,1.0,4.645320211322146e-55,250.2126396160145,2.484841113425301e-98,340.7499497194854
11,mean_source,2.0,5.0,5.0,1.1648275797228007e-85,391.1343196573346,6.062204467607204e-189,1010.5964435075907
12,mean_late,1.0,1.0,1.0,0.00557603110374004,10.378556054787682,0.31943381586094266,1.1434731307716988
13,mean_early,5.0,4.919871794871795,5.0,0.11546394157056981,4.3175939839144855,0.1323217082176203,2.029649908079428
14,quality_risk_mean,1.0,1.042572463768116,1.0416666666666667,0.23580518092782707,2.8894986388322796,0.2103841843278251,1.5630535658282774
15,delivery_risk_mean,1.8461538461538465,1.7416666666666667,1.7083333333333333,0.16535422081669793,3.599330626640242,0.03240454716110595,3.4499923065598557
