mean_unexpcost,median_unexpcost,mean_stdcost,median_stdcost,mean_pocost,median_pocost,mean_qty,median_qty,mean_costsave,median_costsave,mean_spend,median_spend,mean_return_spend,median_return_spend,mean_leadtime,median_leadtime,mean_abc,median_abc,mean_source,median_source,Category,mean_late,median_late,mean_early,median_early,%Critical,SupplierID,quality_risk_mean,quality_risk_median,delivery_risk_mean,delivery_risk_median
2.0,2.0,2.0,2.0,2.0,2.0,1.42857142857,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Elect Comp,1.0,1,2.0,2.0,1,83,1.0,1.0,1.0,1.0
1.0,1.0,2.0,2.0,2.0,2.0,1.8,2.0,1.6,2.0,1.2,1.0,1.1,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Fabrication,1.25,1,1.75,2.0,1,83,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Cable/Conn/Wire,1.0,1,2.0,2.0,2,473,1.0,1.0,1.0,1.0
1.12105263158,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.97894736842,2.0,1.82631578947,2.0,1.02105263158,1.0,1.01578947368,1.0,1.71052631579,2.0,1.92105263158,2.0,Fabrication,1.03773584906,1,1.94339622642,2.0,2,630,1.0,1.0,1.39130434783,1.0
1.66666666667,2.0,1.11111111111,1.0,1.11111111111,1.0,1.85185185185,2.0,1.37037037037,1.0,1.81481481481,2.0,1.0,1.0,1.0,1.0,1.85185185185,2.0,1.14814814815,1.0,Cable/Conn/Wire,1.0,1,2.0,2.0,1,920,1.0,1.0,1.08333333333,1.0
1.89473684211,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.31578947368,1.0,1.21052631579,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Elect Comp,1.0,1,1.8,2.0,1,1212,1.0,1.0,1.17647058824,1.0
1.16666666667,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.55555555556,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Cable/Conn/Wire,1.0,1,2.0,2.0,1,1212,1.0,1.0,1.17647058824,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Cable/Conn/Wire,1.0,1,2.0,2.0,1,1250,1.08333333333,1.0,1.75,2.0
1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Unknown,1.0,1,2.0,2.0,1,1250,1.08333333333,1.0,1.75,2.0
1.33333333333,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.66666666667,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fabrication,1.0,1,2.0,2.0,2,1250,1.08333333333,1.0,1.75,2.0
1.36363636364,1.0,1.81818181818,2.0,1.77272727273,2.0,1.0,1.0,1.77272727273,2.0,1.04545454545,1.0,1.04545454545,1.0,1.0,1.0,1.0,1.0,1.40909090909,1.0,Accessories/OEM,1.0,1,2.0,2.0,1,1250,1.08333333333,1.0,1.75,2.0
2.0,2.0,2.0,2.0,2.0,2.0,1.20689655172,1.0,2.0,2.0,1.27586206897,1.0,1.0,1.0,1.0,1.0,1.96551724138,2.0,2.0,2.0,User Interfaces,1.0,1,1.86956521739,2.0,1,1396,1.0,1.0,1.41666666667,1.0
1.16666666667,1.0,1.0,1.0,1.16666666667,1.0,1.83333333333,2.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Unknown,1.0,1,1.85714285714,2.0,1,1396,1.0,1.0,1.41666666667,1.0
1.47058823529,1.0,1.0,1.0,1.0,1.0,1.82352941176,2.0,1.35294117647,1.0,1.0,1.0,1.11764705882,1.0,1.0,1.0,1.0,1.0,1.58823529412,2.0,Indirect,1.0,1,2.0,2.0,1,1396,1.0,1.0,1.41666666667,1.0
1.30579531443,1.0,1.12946979038,1.0,1.15413070284,1.0,1.66707768187,2.0,1.71393341554,2.0,1.00739827374,1.0,1.02096177559,1.0,1.0542540074,1.0,1.00616522811,1.0,1.90012330456,2.0,Fabrication,1.0,1,1.93607305936,2.0,1,1396,1.0,1.0,1.41666666667,1.0
1.5,1.5,1.0,1.0,1.0,1.0,2.0,2.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Accessories,1.0,1,2.0,2.0,1,1396,1.0,1.0,1.41666666667,1.0
1.0,1.0,2.0,2.0,2.0,2.0,1.95744680851,2.0,1.6170212766,2.0,1.93617021277,2.0,1.02127659574,1.0,1.0,1.0,1.51063829787,2.0,2.0,2.0,OCF,1.0,1,2.0,2.0,1,1447,1.0,1.0,1.33333333333,1.0
1.5,1.5,2.0,2.0,2.0,2.0,1.0,1.0,1.83333333333,2.0,1.0,1.0,1.0,1.0,1.66666666667,2.0,1.0,1.0,2.0,2.0,Antenna,1.0,1,2.0,2.0,1,1547,1.0,1.0,1.25,1.0
1.23954372624,1.0,1.1825095057,1.0,1.22813688213,1.0,1.44486692015,1.0,1.74144486692,2.0,1.01520912548,1.0,1.0,1.0,1.00380228137,1.0,1.0,1.0,1.95437262357,2.0,Accessories/OEM,1.0,1,1.98113207547,2.0,1,1836,1.0,1.0,1.25,1.0
1.26,1.0,1.34,1.0,1.24,1.0,1.4,1.0,1.88,2.0,1.0,1.0,1.06,1.0,1.02,1.0,1.0,1.0,1.5,1.5,Indirect,1.0,1,1.81818181818,2.0,1,1836,1.0,1.0,1.25,1.0
1.55555555556,2.0,1.22222222222,1.0,1.22222222222,1.0,1.44444444444,1.0,1.66666666667,2.0,1.0,1.0,1.0,1.0,1.22222222222,1.0,1.0,1.0,1.88888888889,2.0,Unknown,1.0,1,2.0,2.0,1,1836,1.0,1.0,1.25,1.0
1.0,1.0,2.0,2.0,2.0,2.0,1.85294117647,2.0,1.55882352941,2.0,1.85294117647,2.0,1.08823529412,1.0,1.79411764706,2.0,1.85294117647,2.0,2.0,2.0,User Interfaces,1.04545454545,1,1.86363636364,2.0,2,2032,1.0,1.0,1.30769230769,1.0
1.33333333333,1.0,2.0,2.0,2.0,2.0,1.77777777778,2.0,1.11111111111,1.0,1.66666666667,2.0,1.11111111111,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Accessories/OEM,1.0,1,2.0,2.0,1,2032,1.0,1.0,1.30769230769,1.0
1.66666666667,2.0,2.0,2.0,2.0,2.0,1.33333333333,1.0,1.33333333333,1.0,1.66666666667,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,Raw PCB,1.0,1,2.0,2.0,1,2269,1.0,1.0,1.0,1.0
2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,OCF,1.0,1,2.0,2.0,1,2269,1.0,1.0,1.0,1.0
2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,Fabrication,1.0,1,2.0,2.0,1,2269,1.0,1.0,1.0,1.0
1.75,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.75,2.0,1.0,1.0,1.0,1.0,1.75,2.0,1.0,1.0,1.0,1.0,Elect Comp,1.0,1,2.0,2.0,1,2269,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.42857142857,1.0,1.14285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.14285714286,1.0,1.85714285714,2.0,Cable/Conn/Wire,1.0,1,2.0,2.0,1,2269,1.0,1.0,1.0,1.0
1.375,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.625,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,Antenna,1.0,1,1.83333333333,2.0,2,2420,1.125,1.0,1.66666666667,2.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Accessories/OEM,1.0,1,2.0,2.0,1,2420,1.125,1.0,1.66666666667,2.0
2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Accessories,1.0,1,2.0,2.0,2,2420,1.125,1.0,1.66666666667,2.0
1.25,1.0,1.875,2.0,1.75,2.0,1.375,1.0,1.875,2.0,1.875,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.875,2.0,Indirect,1.0,1,2.0,2.0,2,2420,1.125,1.0,1.66666666667,2.0
1.30769230769,1.0,2.0,2.0,2.0,2.0,1.23076923077,1.0,1.84615384615,2.0,1.38461538462,1.0,1.0,1.0,1.13461538462,1.0,1.0,1.0,1.94230769231,2.0,Unknown,1.0,1,1.92063492063,2.0,1,2420,1.125,1.0,1.66666666667,2.0
1.17650354875,1.0,1.8423608517,2.0,1.84310795667,2.0,1.23701905118,1.0,1.68416137467,2.0,1.19312663429,1.0,1.02838998879,1.0,1.03268584236,1.0,1.36290623833,1.0,1.79846843482,2.0,Fabrication,1.00366434591,1,1.93624038109,2.0,2,2420,1.125,1.0,1.66666666667,2.0
1.0,1.0,2.0,2.0,2.0,2.0,1.41772151899,1.0,1.9746835443,2.0,1.20253164557,1.0,1.0253164557,1.0,1.0,1.0,1.03797468354,1.0,2.0,2.0,Cable/Conn/Wire,1.0,1,2.0,2.0,1,2467,1.0,1.0,1.11764705882,1.0
