0,1,2,3,4,5
-0.06017854030686341,0.18864834334296496,-0.2698119569391051,0.019962884191063523,-0.131155861167647,0.02739602779131082
0.0492735422593411,0.023213070149164797,0.02751225532114677,-0.030782444191984414,-0.0010868879545623642,0.04421858403835378
-0.2507331354853019,-0.29910217453581767,-0.056431093036080265,0.034090494591337554,-0.3648890275457385,-0.24224263097636398
-0.0005369997744879691,0.29250194819005815,-0.5010182513408222,-0.0998097005016415,0.06059448788522859,-0.02332898114771534
0.4777081246008498,-0.10259762913457349,-0.049879561176253966,-0.11951665872146056,-0.07938090914778624,0.022521840848168065
0.21152567942754177,-0.004722183917526697,-0.04675404356522721,0.022588592433277117,-0.22988506144209048,-0.1494865408672683
0.17417240401745673,-0.13171101738700514,-0.05776605350709559,-0.2912523121141066,0.5506752309821192,-0.364474266256591
-0.008600679108736135,0.00028684558572772634,0.003932683243363451,-0.025752999904637867,0.0009092377320042003,-0.0003488591563408264
0.1946221585065561,0.04622029063166978,-0.026611667303854353,0.3402691651252227,0.06488551360879141,-0.027424740450211486
0.2227948684094137,0.05875515372504016,0.04336256632021613,-0.04533997857721051,0.02430090950677945,-0.013433668026984353
0.06332607378280057,0.15038670371174537,0.09869457625851907,-0.03614696807472599,0.029422288104918603,-0.0090721385764175
0.03065435194729664,0.4774371536322261,0.2809315984009214,-0.0361413723103119,-0.1723930736512802,-0.10701395678805445
