0,1,2,3,4,5
0.08230312684753226,-0.050457048499683965,-0.1235105486399371,0.43059642605776205,0.045265792282105304,0.11612302702761935
-0.0032869081131207535,-0.0349761829832271,0.025392009125108046,-0.009538080342943499,0.007536228657195302,-0.008351784606043567
0.21256355816577785,0.8858016526707364,0.2472400083989026,0.23881254796191811,-0.043243473944307054,0.13491195059493616
-0.06232928969561503,-0.1448129027851231,-0.3675889449190978,0.7766140026396028,0.13613520087718695,0.09317849073075239
-0.0812929649915253,-0.07380279264171832,0.1879046952478171,0.01971759202561076,0.310468323095611,-0.3286613656053166
0.0477329183164019,0.03890117019324141,0.29493205508605475,0.25155956815592984,0.1906853884774261,-0.7743067590318203
-0.9565283130731511,0.19547390806058823,0.06684523370426161,0.07417486390384376,-0.16242548830604878,-0.02047540473748519
-0.0037280499691455574,0.0010798898506885453,0.0009487421226236232,0.0006039296372018393,-0.005396832412400212,0.007996420149234112
0.002344280631082756,-0.08768352544568406,0.04882685004762435,-0.012734713779663035,0.1111207901146284,-0.1165881334754291
-0.09323876232828175,-0.18505420088521568,0.6034102809069816,0.07517238415659983,0.5596218948571288,0.4864399227858085
-0.014875974655424869,-0.09860470535287867,0.0802560296189641,0.01618619953854703,-0.07456130972038354,-0.0020694074218770083
0.10667538677094063,-0.30624776609323645,0.5368051791789643,0.28122352758455277,-0.6980292803081535,0.035901471935544264
