,index,0,1,2,p_val_kruskal,f_val_kruskal,p_val_anova,f_val_anova
0,mean_unexpcost,2.25,2.0,2.0,4.026263036920291e-05,20.24017361066275,0.00033915512969313937,8.101088226420156
1,mean_return,1.0,1.0,1.0816326530612246,4.792538577841776e-07,29.102070810850286,0.027814881485093257,3.6045936686309323
2,mean_stdcost,2.4881889763779528,2.5042372881355934,3.45162495330594,6.731866995725572e-19,83.68452849555165,7.171194777939024e-20,47.640640959760404
3,mean_pocost,2.6153846153846154,2.671969696969697,3.4558823529411766,2.869089184583209e-17,76.17990391756761,2.826450184636811e-18,43.3849465537917
4,mean_qty,2.5,2.0,2.090909090909091,0.0005325823029764393,15.075546225487255,0.0003161398306660946,8.173350183312003
5,mean_return_qty,1.0,1.0,1.0,0.0005490012734613168,15.014819593711527,0.8182497067613649,0.20065771491996362
6,mean_costsave,3.0,3.0,3.0,0.237480793315752,2.875337058054162,0.14419580513124197,1.9431201698792546
7,mean_spend,1.2222222222222223,1.0699348180336772,2.071428571428572,9.853769132415931e-40,179.63109936946736,1.1256431542270809e-48,134.60022689215543
8,mean_return_spend,1.0,1.0,1.0,4.173730508175595e-16,70.8251024914772,5.87061461515471e-06,12.301452249014645
9,mean_leadtime,2.0,2.0,2.0,1.8754260296717587e-06,26.373349417053134,0.0003547416487985561,8.054893589139834
10,mean_abc,1.3275862068965518,1.0,3.9684210526315775,1.5397270222589933e-58,266.2366605024292,6.19514400749161e-107,385.56467954361227
11,mean_source,2.014925373134328,5.0,5.0,3.4389550753623534e-83,379.7587901008523,4.479571606955909e-171,837.5071622355307
12,mean_late,1.0,1.0,1.0,0.013511534215104436,8.608423144027876,0.30966973986821744,1.1746420126104173
13,mean_early,5.0,5.0,5.0,0.2992309547036256,2.413079159998412,0.09114958949533228,2.4052588544198485
14,quality_risk_mean,1.0,1.0416666666666667,1.0416666666666667,0.6348065032283784,0.9088700917024023,0.5012889862260036,0.6914025644591465
15,delivery_risk_mean,1.8695652173913044,1.7071078431372548,1.75,0.10792848163430666,4.452572956607259,0.018073357881274694,4.041458829660495
