mean_unexpcost,median_unexpcost,mean_stdcost,median_stdcost,mean_pocost,median_pocost,mean_qty,median_qty,mean_costsave,median_costsave,mean_spend,median_spend,mean_return_spend,median_return_spend,mean_leadtime,median_leadtime,mean_abc,median_abc,mean_source,median_source,Category,mean_late,median_late,mean_early,median_early,%Critical,SupplierID,quality_risk_mean,quality_risk_median,delivery_risk_mean,delivery_risk_median,comp1,comp2,comp3,comp4,comp5,comp6,RiskSum
2.0,2.0,2.0,2.0,2.0,2.0,1.42857142857,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Elect Comp,1.0,1,2.0,2.0,1,83,1.0,1.0,1.0,1.0,1.7969622131834129,1.5934563636893622,1.6012041213188453,-0.4476632631607119,-0.8913074355706337,3.2288326297615075,18.42857142857
1.0,1.0,2.0,2.0,2.0,2.0,1.8,2.0,1.6,2.0,1.2,1.0,1.1,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Fabrication,1.25,1,1.75,2.0,1,83,1.0,1.0,1.0,1.0,1.938146752404033,1.6073721072216811,2.1023621587908274,-0.11069465272082224,-0.8935657168696288,2.2872508245618697,17.7
1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Cable/Conn/Wire,1.0,1,2.0,2.0,2,473,1.0,1.0,1.0,1.0,2.226261824785745,1.3067887006446548,1.4160341008797048,0.9899514294547459,-1.0568358853811646,2.53439855608221,18.0
1.12105263158,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.97894736842,2.0,1.82631578947,2.0,1.02105263158,1.0,1.01578947368,1.0,1.71052631579,2.0,1.9210526315799998,2.0,Fabrication,1.03773584906,1,1.9433962264200002,2.0,2,630,1.0,1.0,1.39130434783,1.0,2.849881732731216,1.8006996000457718,0.9236040418301278,0.48964453020077825,-0.025779960220771652,2.5473936641247805,18.967173265410004
1.6666666666699999,2.0,1.11111111111,1.0,1.11111111111,1.0,1.85185185185,2.0,1.37037037037,1.0,1.8148148148099998,2.0,1.0,1.0,1.0,1.0,1.85185185185,2.0,1.14814814815,1.0,Cable/Conn/Wire,1.0,1,2.0,2.0,1,920,1.0,1.0,1.08333333333,1.0,1.4062203214967288,2.056411229183695,1.5850587816534762,0.6061066116757434,0.4860840360128382,2.6717601786583955,17.78703703703
1.89473684211,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.3157894736799998,1.0,1.21052631579,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Elect Comp,1.0,1,1.8,2.0,1,1212,1.0,1.0,1.17647058824,1.0,1.94734999211091,1.727127778689738,1.4499234211691707,-0.4882175654999955,-0.6083685405674034,2.830820809383206,17.397523219820002
1.16666666667,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.55555555556,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Cable/Conn/Wire,1.0,1,2.0,2.0,1,1212,1.0,1.0,1.17647058824,1.0,2.0223670208923497,0.9091827277903846,1.192858409990942,0.04220949543689301,-0.3507917905839493,2.3189901432631617,15.89869281047
1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Cable/Conn/Wire,1.0,1,2.0,2.0,1,1250,1.08333333333,1.0,1.75,2.0,2.0806013097141824,0.8119714261944496,1.2314796219480801,-0.026180953351352367,-0.45020412480736527,2.3578695392852693,16.933333333329998
1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Unknown,1.0,1,2.0,2.0,1,1250,1.08333333333,1.0,1.75,2.0,2.1947593145128,1.3822234070592032,1.493613771426373,-0.655812194148637,-0.8615979300551306,2.2989520009098903,17.83333333333
1.33333333333,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.6666666666699999,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fabrication,1.0,1,2.0,2.0,2,1250,1.08333333333,1.0,1.75,2.0,1.9594630528820327,1.9416533008969499,0.3798264608917396,0.4075834635114843,-0.39350174014218775,2.445409146876649,17.83333333333
